;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness;Base Seed
0;265;17;dart;60.48779925989633;3.197724016179304;0.30274910837438657;10000
1;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
2;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
3;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
4;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
5;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
6;240;50;dart;15.352984880892318;4.084278164786015;0.2982878281914479;10000
7;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
8;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
9;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
10;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
11;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
12;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
13;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
14;265;17;dart;15.352984880892318;3.197724016179304;0.29796752985979374;10000
